name,state,district,category,lat,lng,image_url,image_attribution,source
ANCIENT MOUNDS,Rajasthan,HANUMANGARH,,29.497778,74.085,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
FORT INCLUDING ANCIENT TEMPLES,Rajasthan,JAISALMER,Fort,26.9125,70.9125,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"ARCHAEOLOGICAL SITE AND REMAINS COMPRISED IN SURVEY PLOT NOS.938,941,1065,1066,1067,1068,1069,1070,1071,1072,1073 AND 1074",Rajasthan,RAJSAMAND,,25.0327,74.263686,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
FORT OF KUMBHALGARH AS A WHOLE,Rajasthan,RAJSAMAND,Fort,25.149167,73.581111,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"GHAT WITH INSCRIPTIONS, PAVILIONS AND TORANAS,TOGETHER WITH ADJACENT AREA COMPRISED IN SURVEY PLOT NO.344",Rajasthan,RAJSAMAND,,25.068611,73.876111,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
HALDI GHATI,Rajasthan,RAJSAMAND,,24.894972,73.702139,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
PRATAP SMARAK,Rajasthan,UDAIPUR,,24.177056,73.811278,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
ANCIENT MOUNDS (2),Rajasthan,GANGANAGAR,,29.240982,73.541701,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Remains  of a Fort,",Nagaland,Kohima,Fort,25.903611,93.740278,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Memorial of Mr. G.H. Damant, Major cook and Subedar Nurbir Sahi,,",Nagaland,Kohima,,25.654087,94.022086,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Lt. H.Forbe’s Grave,",Nagaland,Kohima,,25.693703,94.034801,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari ruins /The singha darwaza,Assam,Cachar,,24.939615,92.93144,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"The Carvings,inscriptions and pillar on the Urbasi Island",Assam,Kamrup  (M),,26.193913,91.744864,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari ruins   /The Snan mandir,Assam,Cachar,Temple,24.936923,92.929665,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari ruins   /The temple of Ranachandi,Assam,Cachar,Temple,24.935399,92.931656,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari ruins   / Two Small temple,Assam,Cachar,Temple,24.93572,92.931286,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari ruins   / Baradwari,Assam,Cachar,,24.933446,92.930753,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Grave of Lieutenant Lewis Van Sandan,Assam,Biswanath,,26.660514,93.172101,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Grave of Lieutenant Thomas Kennedy.,Assam,Biswanath,,26.660587,93.172002,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"The rock known as "" Biswanath Sivalinga""",Assam,Biswanath,,26.661577,93.175324,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"The rock known as ""Sukreswar"" the island ""Umatumani""",Assam,Biswanath,,26.661667,93.176667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Masonary remains on the Bamuni Hills.,Assam,Sonitpur,,26.616857,92.816013,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill, B. Figures of Ganesha",Assam,Kamrup  (M),,26.164768,91.699751,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill,  C. Figure of Narakasura",Assam,Kamrup  (M),,26.16478,91.699753,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill,  E. Miniature sikahara shrines",Assam,Kamrup  (M),,26.164761,91.699751,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill,  G. Stone Gateway",Assam,Kamrup  (M),,26.165026,91.700341,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shri Shri Kameswar temple,Assam,Kamrup  ( R ),Temple,26.235164,91.534598,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Devidol,Assam,Sivasagar,,26.988889,94.632222,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sivadol,Assam,Sivasagar,,26.988611,94.633056,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Garhgaon Raja’s Palace,Assam,Sivasagar,Palace / Haveli,26.936344,94.74511,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Bordol Temple,",Assam,Sonitpur,Temple,26.659809,93.172028,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ruins, Singri Hill",Assam,Sonitpur,,26.62495,92.486595,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ranganath dol,Assam,Sivasagar,,26.959837,94.62239,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rock- cut temple,Assam,Dima Hasao,Temple,25.318529,93.129909,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vishnudol,Assam,Sivasagar,,26.988802,94.632942,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ranghar ruins,Assam,Sivasagar,,26.96702,94.619423,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The Karenghar of the Ahom Kings,Assam,Sivasagar,,26.965704,94.624062,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Golaghar or magazine House,Assam,Sivasagar,,26.964334,94.622147,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Devidol,Assam,Sivasagar,,26.954544,94.618576,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sivadol,Assam,Sivasagar,,26.955559,94.621292,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vishnudol,Assam,Sivasagar,,26.95557,94.624176,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ghanashyam’s House,Assam,Sivasagar,,26.950384,94.61805,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Vishnudol,Assam,Sivasagar,,26.947147,94.533745,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Devidol,Assam,Sivasagar,,26.947231,94.535187,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sivadol,Assam,Sivasagar,,26.947464,94.538055,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gourisagar Tank,Assam,Sivasagar,,26.944035,94.53656,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Dhandi Temple, N.C. Kamdayal",Assam,Sonitpur,Temple,26.84977,93.698608,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sivadol,Assam,Golaghat,,26.734705,94.005241,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rangamati Mosque and the ablution tank attached thereto.,Assam,Dhubri,,26.155153,90.054756,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Idgah on the Rangamati Hill with its enclose walls and a space of 16'-20'around there.,Assam,Dhubri,,26.139168,90.037743,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"The rock on the bank of Brahmaputra, about 2 miles below  Tezpur and the inscription thereon.",Assam,Sonitpur,,26.615265,92.769958,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sri Suryapahar ruins,Assam,Goalpara,,26.112657,90.689258,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari Ruins  /A small unfinished dwellinghouse,Assam,Cachar,,24.939543,92.931055,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hayagriva Madhava Temple,Assam,Kamrup  ( R ),Temple,26.242737,91.52655,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shri Shri Ganesh temple,Assam,Kamrup  ( R ),Temple,26.236145,91.534012,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shri Shri Kedar temple,Assam,Kamrup  ( R ),Temple,26.241783,91.543968,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Visnu Janardana, , Guwahati, Kamrup",Assam,Kamrup  (M),,26.187994,91.740845,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Duargorila Rock Inscription,  Guwahati, Kamrup",Assam,Kamrup  (M),,26.161161,91.710876,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient  caves,Assam,Bongaigaon,,26.220152,90.574561,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill: - A. Dancing Bhairava, localy  known as Bala Bhairava",Assam,Kamrup  (M),,26.16597,91.705051,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill, D. Sculpture of Bhairavai",Assam,Kamrup  (M),,26.164752,91.699753,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill, F. Sivalingas",Assam,Kamrup  (M),,26.164764,91.699704,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Rock-cut Figures in the Nilachal hill,  H. Bhairavi",Assam,Kamrup  (M),,26.164776,91.699757,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Monoliths ,  Kasomari Pathar",Assam,Golaghat,,26.308594,93.988143,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
The mound and ruimns ot the stone temple bat Parbatia,Assam,Sonitpur,Temple,26.631296,92.75764,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Cachari ruins/The East Wall,Assam,Cachar,,24.939451,92.931029,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple of Vishnu,Manipur,Bishenpur,Temple,24.62,93.759722,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
U-Mawthoh-dur briew,Meghalaya,jaintia Hill,,25.573889,92.216111,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Megalithic bridge on the Um Kumbeh,Meghalaya,jaintia Hill,,25.21535,92.183227,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Megalithic bridge known as Thul-Um-Wi,",Meghalaya,jaintia Hill,,25.34694,92.144553,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
A Tank,Meghalaya,jaintia Hill,,25.178012,92.13424,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"David Scott’s Monument,",Meghalaya,E. Khasi Hills,,25.273014,91.734062,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Manipur Memorial,",Meghalaya,E. Khasi Hills,,25.569918,91.88452,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Gunavati group of temples, ,",Tripura,Gomiti,,23.538109,91.502656,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Temple of Chaturdasa Devata,",Tripura,Gomiti,Temple,23.539895,91.499667,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Bhubaneswari temple,",Tripura,South Tripura,Temple,23.541517,91.504318,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ancient mount called Thakurani Tila,",Tripura,South Tripura,,23.203611,91.591944,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ancient Mount called Shyamsundar Ashram  Tila,",Tripura,South Tripura,,23.206238,91.603823,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ancient Remains at Boxanagar,",Tripura,Sepahijala,,23.616358,91.166445,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Ancient Remains at Boxanagar,",Tripura,Sepahijala,,23.616111,91.165556,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Menhirs and caves at Vangchhia,",MIZORAM,Champhai,,23.201361,93.341728,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
26 Siva Temple,West Bengal,24 Parganas (North),Temple,22.725191,88.362549,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Adina Masjid,West Bengal,Maldah,,25.152557,88.164238,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Eklakhi Mausoleum,West Bengal,Maldah,Monument / Tomb,25.138704,88.154419,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Qutub Sahi Masjid,West Bengal,Maldah,,25.138596,88.153404,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Baraduari Masjid or the Great Golden Mosque,West Bengal,Maldah,,24.882881,88.128029,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dakhil Darwaja,West Bengal,Maldah,,24.878937,88.125107,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Firoz Minar,West Bengal,Maldah,,24.873615,88.130402,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Qadam Rasul Mosque,West Bengal,Maldah,,24.869076,88.131607,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lukochuri Gateway,West Bengal,Maldah,,24.868759,88.132071,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lukochuri Gateway,West Bengal,Maldah,,24.868575,88.132049,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gumti Gateway,West Bengal,Maldah,,24.867836,88.132164,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Chika Mosque,West Bengal,Maldah,,24.867674,88.131508,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Baisgazi Wall,West Bengal,Maldah,,24.870894,88.125992,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Baisgazi Wall,West Bengal,Maldah,,24.868727,88.12722,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tantipara Masjid,West Bengal,Maldah,,24.860718,88.137146,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lottan Masjid,West Bengal,Maldah,,24.854959,88.139587,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mosque,West Bengal,Murshidabad,,24.349291,88.073112,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Char Bangla Group of Four Siva Temples,West Bengal,Murshidabad,,24.251348,88.243683,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Tomb of Azimunnisa Begum, daughter of Murshid Kuli Khan",West Bengal,Murshidabad,Monument / Tomb,24.19817,88.26487,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Imambara, Killa Nizamat",West Bengal,Murshidabad,,24.188255,88.267914,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Imambara, Killa Nizamat",West Bengal,Murshidabad,,24.188347,88.269264,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Hazarduari Palace & Imambara together with adjacent area,West Bengal,Murshidabad,Palace / Haveli,24.186897,88.268761,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Yellow Mosque, Killa Nizamat",West Bengal,Murshidabad,,24.186594,88.267815,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"White Mosque, Killa Nizamat",West Bengal,Murshidabad,,24.181711,88.268585,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"South Gate, Killa Nizamat",West Bengal,Murshidabad,,24.180542,88.269495,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb & Mosque of Murshid Kuli Khan,West Bengal,Murshidabad,Monument / Tomb,24.184832,88.288002,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Motijhil Jama Masjid,West Bengal,Murshidabad,,24.161461,88.275581,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Tomb of Alivardi Khan & the tomb of Siraj-ud-daulah,West Bengal,Murshidabad,Monument / Tomb,24.160841,88.258476,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old English Cemetery or Old Residency Burial Ground,West Bengal,Murshidabad,,24.123514,88.266472,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dutch Cemetery,West Bengal,Murshidabad,,24.123514,88.275887,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Residency Cemetery also known as Station Burial ground,West Bengal,Murshidabad,,24.096828,88.264145,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mounds known as the DevilÃ¢â¬â¢s Mound and Raja KarnaÃ¢â¬â¢s Palace,West Bengal,Murshidabad,Palace / Haveli,24.029461,88.190308,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mounds known as the DevilÃ¢â¬â¢s Mound and Raja KarnaÃ¢â¬â¢s Palace,West Bengal,Murshidabad,Palace / Haveli,24.025322,88.186836,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Damodar Temple,West Bengal,Birbhum,Temple,23.904009,87.532038,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple of Radha Vinod commonly known as Joydev,West Bengal,Birbhum,Temple,23.642078,87.430519,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple of Ichai Ghosh,West Bengal,Barddhaman,Temple,23.6094,87.451912,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Site and Remains of Pandu Rajar Dhipi,West Bengal,Barddhaman,,23.581364,87.64225,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temple of Basuli and the mound with the Linga images of Shiva,West Bengal,Birbhum,Temple,23.704275,87.868225,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Radha Damodar Jeu Temple,West Bengal,Bankura,Temple,23.436554,87.255089,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ratnesvara Temple,West Bengal,Bankura,Temple,23.348635,87.299828,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Radha Vinod Temple,West Bengal,Bankura,Temple,23.080788,87.327721,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Murali Mohan Temple,West Bengal,Bankura,Temple,23.08205,87.317738,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Mallesvara Temple,West Bengal,Bankura,Temple,23.079863,87.320183,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Madan Gopal Temple,West Bengal,Bankura,Temple,23.076502,87.311874,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Stone Chariot,West Bengal,Bankura,,23.075417,87.326057,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Small Gateway of Fort,West Bengal,Bankura,Fort,23.074741,87.325768,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gate of Old Fort,West Bengal,Bankura,Fort,23.074299,87.326233,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Lalji Temple,West Bengal,Bankura,Temple,23.073364,87.32695,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Radha Shyam Temple,West Bengal,Bankura,Temple,23.07246,87.326401,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jor Bangla Temple,West Bengal,Bankura,Temple,23.071709,87.32679,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shyamrai Temple,West Bengal,Bankura,Temple,23.071093,87.324066,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Nanda Lal Temple,West Bengal,Bankura,Temple,23.061298,87.323006,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jormandir,West Bengal,Bankura,,23.060192,87.321907,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Radha Govinda Temple,West Bengal,Bankura,Temple,23.060049,87.323181,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Radha Madhav Temple,West Bengal,Bankura,Temple,23.059645,87.324623,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Kalachand Temple,West Bengal,Bankura,Temple,23.059214,87.324989,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Gokul chand Temple,West Bengal,Bankura,Temple,23.036949,87.461922,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Shyam sundar Temple,West Bengal,Bankura,Temple,23.404341,87.396645,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Ancient Mound,West Bengal,Barddhaman,,23.411757,87.446381,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sailesvara Temple,West Bengal,Bankura,Temple,23.119061,87.34742,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Rasmancha,West Bengal,Bankura,,23.068235,87.322098,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Maghen David Synagogue,West Bengal,Kolkata,,22.577681,88.351944,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Currency Building,West Bengal,Kolkata,,22.570609,88.350599,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Metcalfe Hall,West Bengal,Kolkata,,22.571604,88.344772,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Beth-el-Synagogue,West Bengal,Kolkata,,22.57574,88.35224,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
St. John Church,West Bengal,Kolkata,,22.569904,88.345947,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Building of the Asiatic Society,West Bengal,Kolkata,,22.554913,88.351135,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
CliveÃ¢â¬â¢s House,West Bengal,24 Parganas (North),,22.626685,88.41597,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Temples of Bandopadhaya family,West Bengal,West Medinipur,,22.412344,87.419609,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Navaratna Temple Complex and Kalachand Temple Complex,West Bengal,West Medinipur,Temple,22.409246,87.418015,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Dharmaraj Temple,West Bengal,West Medinipur,Temple,22.40844,87.416092,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Sitala Temple,West Bengal,West Medinipur,Temple,22.408321,87.42025,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Jatar Deul,West Bengal,24 Parganas (South),,21.994453,88.489914,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Old Temple at Banda,West Bengal,Puruliya,Temple,23.600842,86.564507,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
Group of four Ancient Temples,West Bengal,Barddhaman,,23.73564,86.813072,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
"Tripolia Gate, Killa Nizamat",West Bengal,Murshidabad,,24.186004,88.271169,,,"ASI monument register via Bhuvan (ISRO), collected by github.com/answerquest/asi-monuments-xml2csv"
